
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
321,2017-01-13,2021-07-20,원통,(산지)강원도 인제군 북면 원통리,강릉(구 105),38.1147,128.1963,253.72,,,,
321,2001-10-25,2017-01-13,원통,(산지)강원도 인제군 북면 원통리,강릉(구 105),38.1147,128.1963,253.72,,,,
322,2025-12-12,,상서,강원특별자치도 화천군 상서면 산양리,춘천기상대(101),38.2007,127.6626,223,,,10.000,
322,2021-08-14,2025-12-12,상서,강원특별자치도 화천군 상서면 산양리,춘천기상대(101),38.2316,127.6857,437,,,,
322,2015-07-13,2021-08-14,상서,강원도 화천군 상서면 산양리,춘천기상대(101),38.2155,127.6698,263.76,,,,
322,2001-10-25,2015-07-13,상서,강원도 화천군 상서면 산양리,철원기상대(95),38.2155,127.6698,263.76,,,,
323,2021-08-31,,마현,강원특별자치도 철원군 근남면 마현리,춘천기상대(101),38.2727,127.5255,276,,,10.000,
323,2015-07-13,2021-08-31,마현,강원도 철원군 근남면 마현리,춘천기상대(101),38.2747,127.553,291.41,,,,
323,2009-11-11,2015-07-13,마현,강원도 철원군 근남면 마현리,철원기상대(95),38.2747,127.553,291.41,,,,
323,2001-10-25,2009-11-11,마현,강원도 철원군 근남면 마현리,철원기상대(95),38.2728,127.5542,269,,,,
332,2024-12-18,,등봉,강원특별자치도 삼척시 등봉동,강릉(구 105),37.4434,129.1221,49.13,,,,
333,2025-11-27,,동해심곡,강원특별자치도 동해시 심곡동,강릉(구 105),37.581,129.0829,16,,,10.000,
333,2024-12-18,2025-11-27,북삼,강원특별자치도 동해시 쇄운동,강릉(구 105),37.4914,129.0923,74.42,,,,
334,2024-12-18,,중앙,강원특별자치도 속초시 중앙동,강릉(구 105),38.207,128.5919,24.38,,,,
335,2024-12-18,,강림,강원특별자치도 횡성군 강림면 강림리,강릉(구 105),37.3602,128.1255,406.11,,,,
336,2024-12-18,,매일,강원특별자치도 횡성군 갑천면 매일리,강릉(구 105),37.5609,128.1102,210.87,,,,
337,2024-12-18,,우항,강원특별자치도 횡성군 우천면 우항리,강릉(구 105),37.4597,128.0632,202.45,,,,
338,2024-12-18,,둔내,강원특별자치도 횡성군 둔내면 우용리,강릉(구 105),37.5057,128.2107,486.29,,,,
339,2024-12-18,,서원,강원특별자치도 횡성군 서원면 압곡리,강릉(구 105),37.4892,127.8819,251.49,,,,
340,2024-12-18,,공근,강원특별자치도 횡성군 공근면 매곡리,강릉(구 105),37.5282,127.9805,137.6,,,,
345,2024-12-18,,학성,강원특별자치도 원주시 학성동,강릉(구 105),37.3746,127.9458,109.15,,,,
346,2024-12-18,,강릉구정,강원특별자치도 강릉시 구정면 학산리,강릉(구 105),37.712,128.8972,52.88,,,,
347,2023-11-01,,귀래,강원특별자치도 원주시 귀래면 귀래리,강릉(구 105),37.2276,127.8569,152,,,10.000,
347,2022-12-03,2023-11-01,귀래,강원특별자치도 원주시 귀래면 귀래리,강릉(구 105),37.2276,127.8569,152,,,,
348,2025-09-16,,하조대,강원특별자치도 양양군 현북면 하광정리,강릉(구 105),38.0257,128.7168,6.1,,,10.000,
348,2023-11-01,2025-09-16,하조대,강원특별자치도 양양군 현북면 하광정리,강릉(구 105),38.0257,128.7168,6.1,,,,
348,2022-11-23,2023-11-01,하조대,강원특별자치도 양양군 현북면 하광정리,강릉(구 105),38.0258,128.7169,4,,,,
349,2024-09-11,,시동,강원특별자치도 홍천군 남면 시동리,춘천기상대(101),37.600,127.8431,275,,,10.000,
349,2023-11-01,2024-09-11,시동,강원특별자치도 홍천군 남면 시동리,춘천기상대(101),37.600,127.8431,275,,,,
349,2021-12-24,2023-11-01,시동,강원특별자치도 홍천군 남면 시동리,춘천기상대(101),37.600,127.8431,275,,,,
350,2021-04-17,,조침령,(산지)강원특별자치도 인제군 기린면 진동리,강릉(구 105),37.9953,128.4956,607,,,10.000,
497,2021-10-15,,삽당령,(산지)강원특별자치도 강릉시 왕산면 송현리,강릉(구 105),37.5752,128.8515,660.4,,,10.000,
497,2020-09-23,2021-10-15,삽당령,(산지)강원도 강릉시 왕산면 송현리,강릉(구 105),37.5752,128.8515,660.4,,,,
497,2017-01-13,2020-09-23,삽당령,(산지)강원도 강릉시 왕산면 송현리,강릉(구 105),37.5752,128.8515,660.4,,,,
497,2002-12-20,2017-01-13,삽당령,(산지)강원도 강릉시 왕산면 송현리,강릉(구 105),37.5752,128.8515,658.15,,,,
498,2023-11-15,,구룡령,(산지)강원특별자치도 홍천군 내면 명개리,강릉(구 105),37.8793,128.5145,1018.68,,,10.000,
498,2017-01-13,2023-11-15,구룡령,(산지)강원특별자치도 홍천군 내면 명개리,강릉(구 105),37.8793,128.5145,1018.68,,,,
498,2002-12-21,2017-01-13,구룡령,(산지)강원도 홍천군 내면 명개리,강릉(구 105),37.8793,128.5145,1015.08,,,,
517,2022-10-13,,간성,강원특별자치도 고성군 간성읍 동호리,강릉(구 105),38.3851,128.4752,6,,,10.000,
517,2015-07-13,2022-10-13,간성,강원도 고성군 간성읍 신안리,강릉(구 105),38.3854,128.4745,6.11,,,,
517,2005-12-23,2015-07-13,간성,강원도 고성군 간성읍 신안리,속초기상대(90),38.3854,128.4745,5.31,,,,
517,1991-11-01,2005-12-21,간성,강원도 고성군 간성읍 상리,속초기상대(90),38.380,128.430,30,,,,
518,2023-10-27,,해안,(산지)강원특별자치도 양구군 해안면 오유리,춘천기상대(101),38.2696,128.1211,468.47,,,10.000,
518,2017-01-13,2023-10-27,해안,(산지)강원특별자치도 양구군 해안면 오유리,춘천기상대(101),38.2696,128.1211,468.47,,,,
518,2016-09-22,2017-01-13,해안,(산지)강원도 양구군 해안면 오유리,춘천기상대(101),38.2696,128.1211,468.47,,,,
518,1990-05-23,2016-09-22,해안,강원도 양구군 해안면 현리,춘천기상대(101),38.2847,128.1397,448,,,,
519,2024-10-09,,사내,강원특별자치도 화천군 사내면 사창리,춘천기상대(101),38.0755,127.5194,298.11,,,10.000,
519,2023-11-01,2024-10-09,사내,강원특별자치도 화천군 사내면 사창리,춘천기상대(101),38.0755,127.5194,298.11,,,,
519,2020-10-23,2023-11-01,사내,강원특별자치도 화천군 사내면 사창리,춘천기상대(101),38.0755,127.5194,298.11,,,,
519,2015-07-13,2020-10-23,사내,강원도 화천군 사내면 사창리,춘천기상대(101),38.0755,127.5194,297.73,,,,
519,2011-11-09,2015-07-13,사내,강원도 화천군 사내면 사창리,철원기상대(95),38.0753,127.5297,302,,,,
519,1999-05-14,2011-11-09,사내,강원도 화천군 사내면 사창리,철원기상대(95),38.0702,127.5235,283.06,,,,
519,1998-12-22,1999-05-14,사창,강원도 화천군 사내면 사창리,철원기상대(95),38.0667,127.5167,390,,,,
519,1998-05-14,1998-12-22,사창,강원도 화천군 사내면 사창리,철원기상대(95),38.0667,127.5167,390,,,,
519,1990-05-23,1998-05-14,사창,강원도 화천군 사내면 사창리,춘천기상대(101),38.0667,127.5167,390,,,,
520,2023-10-17,,설악동,(산지)강원특별자치도 속초시 설악동,강릉(구 105),38.1671,128.5182,135.58,,,10.000,
520,2015-07-13,2023-10-17,설악동,(산지)강원특별자치도 속초시 설악동,강릉(구 105),38.1671,128.5182,135.58,,,,
520,2012-12-21,2015-07-13,설악동,(산지)강원도 속초시 설악동,속초기상대(90),38.1671,128.5177,135,,,,
520,1990-05-13,2012-12-21,설악동,(산지)강원도 속초시 설악동,속초기상대(90),38.1721,128.4933,189.5,,,,
521,2020-10-23,2022-11-23,강현,강원도 양양군 강현면 장산리,강릉(구 105),38.1437,128.6026,15.97,,,,
521,2015-07-13,2020-10-23,강현,강원도 양양군 강현면 장산리,강릉(구 105),38.1438,128.6026,13.39,,,,
521,2002-05-17,2015-07-13,강현,강원도 양양군 강현면 장산리,속초기상대(90),38.1438,128.6026,13.39,,,,
521,1990-05-12,2002-05-17,현북,강원도,속초기상대(90),38.0147,128.7226,10,,,,
522,2021-10-15,,화촌,강원특별자치도 홍천군 화촌면 주음치리,춘천기상대(101),37.7871,127.9838,197.86,,,10.000,
522,2020-10-23,2021-10-15,화촌,강원도 홍천군 화촌면 주음치리,춘천기상대(101),37.7871,127.9838,197.86,,,,
522,2012-11-13,2020-10-23,화촌,강원도 홍천군 화촌면 주음치리,춘천기상대(101),37.7871,127.9838,187,,,,
522,2007-08-21,2012-11-13,두촌,강원도 홍천군 두촌면 자은리,춘천기상대(101),37.8687,128.0189,220.48,,,,
522,1990-05-22,2007-08-21,두촌,강원도 홍천군 두촌면 자은리,춘천기상대(101),37.8675,128.0184,223,,,,
523,2024-08-21,,주문진,강원특별자치도 강릉시 주문진읍 주문리,강릉(구 105),37.8985,128.8214,8.94,,,10.000,
523,2024-08-21,2026-02-25,주문진,강원특별자치도 강릉시 주문진읍 주문리,강릉(구 105),37.8985,128.8214,8.94,,,10.000,
523,2010-12-10,2024-08-21,주문진,강원특별자치도 강릉시 주문진읍 주문리,강릉(구 105),37.8985,128.8214,8.94,,,,
523,1990-05-11,2010-12-10,주문진,강원도 강릉시 주문진읍 주문리,강릉(구 105),37.900,128.830,34,,,,
524,2024-08-20,,경포,강원특별자치도 강릉시 운정동,강릉(구 105),37.7863,128.8938,4,,,10.000,
524,2023-10-05,2024-08-20,경포,강원특별자치도 강릉시 운정동,강릉(구 105),37.7864,128.8939,4,,,,
524,2010-11-12,2023-10-05,강문,강원특별자치도 강릉시 강문동,강릉(구 105),37.7858,128.9248,6.61,,,,
524,1990-05-10,2010-11-12,경포대,강원도 강릉시 안현동,강릉(구 105),37.8047,128.9045,9,,,,
525,2025-09-13,,봉평,강원특별자치도 평창군 봉평면 원길리,강릉(구 105),37.6211,128.3589,568,,,10.000,
525,2025-04-16,2025-09-13,봉평,강원특별자치도 평창군 봉평면 원길리,강릉(구 105),37.6211,128.3589,568,,,,
525,2023-11-01,2025-04-16,봉평,강원특별자치도 평창군 봉평면 창동리,강릉(구 105),37.6123,128.3773,552.11,,,,
525,2015-07-13,2023-11-01,봉평,강원특별자치도 평창군 봉평면 창동리,강릉(구 105),37.6123,128.3773,552.11,,,,
525,2014-05-01,2015-07-13,봉평,강원도 평창군 봉평면 창동리,대관령기상대(100),37.612,128.377,547.9,,,,
525,1990-05-07,2014-05-01,봉평,강원도 평창군 봉평면 창동리,대관령기상대(100),37.6161,128.3797,570.36,,,,
526,2024-08-30,,평창,강원특별자치도 평창군 평창읍 여만리,강릉(구 105),37.3775,128.3947,303.18,,,10.000,
526,2019-04-18,2024-08-30,평창,강원특별자치도 평창군 평창읍 여만리,강릉(구 105),37.3775,128.3947,303.18,,,,
526,2015-07-13,2019-04-18,평창,강원도 평창군 평창읍 여만리,강릉(구 105),37.3779,128.3946,303.18,,,,
526,1999-05-07,2015-07-13,평창,강원도 평창군 평창읍 여만리,영월기상대(121),37.3779,128.3946,303.18,,,,
526,1999-01-07,1999-05-07,평창,강원도 평창군 평창읍 여만리,대관령기상대(100),37.370,128.420,310,,,,
526,1998-12-10,1999-01-07,평창,강원도 평창군 평창읍 여만리,대관령기상대(100),37.375,128.400,298,,,,
526,1990-06-27,1998-12-10,평창,강원도,대관령기상대(100),37.370,128.420,310,,,,
527,2024-08-27,,신동,강원특별자치도 정선군 신동읍 예미리,강릉(구 105),37.2111,128.6413,392.43,,,10.000,
527,2023-11-01,2024-08-27,신동,강원특별자치도 정선군 신동읍 예미리,강릉(구 105),37.2111,128.6413,392.43,,,,
527,2015-07-13,2023-11-01,신동,강원특별자치도 정선군 신동읍 예미리,강릉(구 105),37.2111,128.6413,392.43,,,,
527,2011-11-17,2015-07-13,신동,강원도 정선군 신동읍 예미리,영월기상대(121),37.2115,128.6423,392,,,,
527,1998-04-22,2011-11-17,정선,(산지)강원도 정선군 북평면 남평리,영월기상대(121),37.4299,128.6645,388.84,,,,
527,1990-05-08,1998-04-22,정선,강원도,영월기상대(121),37.380,128.750,380,,,,
529,2024-09-20,,원덕,강원특별자치도 삼척시 원덕읍 산양리,강릉(구 105),37.1416,129.2859,36.07,,,10.000,
529,2015-07-13,2024-09-20,원덕,강원특별자치도 삼척시 원덕읍 산양리,강릉(구 105),37.1416,129.2859,36.07,,,,
529,2011-11-11,2015-07-13,원덕,강원도 삼척시 원덕읍 산양리,동해기상대(106),37.1413,129.2858,36,,,,
529,1990-05-09,2011-11-11,원덕,강원도 삼척시 원덕읍 임원리,동해기상대(106),37.2325,129.3434,12.82,,,,
535,2023-10-23,,서석,강원특별자치도 홍천군 서석면 풍암리,춘천기상대(101),37.717,128.1827,313.5,,,10.000,
535,2015-07-13,2023-10-23,서석,강원특별자치도 홍천군 서석면 풍암리,춘천기상대(101),37.717,128.1827,313.5,,,,
535,2009-11-24,2015-07-13,서석,강원도 홍천군 서석면 풍암리,원주기상대(114),37.717,128.1827,312.87,,,,
535,1991-10-30,2009-11-24,서석,강원도 홍천군 서석면 풍암리,원주기상대(114),37.7116,128.1867,327,,,,
536,2022-09-28,,횡성,강원특별자치도 횡성군 횡성읍 읍하리,강릉(구 105),37.4876,127.9724,114.35,,,10.000,
536,2015-07-13,2022-09-28,횡성,강원도 횡성군 횡성읍 읍하리,강릉(구 105),37.4876,127.9724,114.35,,,,
536,2010-03-17,2015-07-13,횡성,강원도 횡성군 횡성읍 읍하리,원주기상대(114),37.4876,127.9724,110.52,,,,
536,1991-10-29,2010-03-17,횡성,강원도 횡성군 횡성읍 읍하리,원주기상대(114),37.470,127.880,128,,,,
537,2023-10-13,,임계,(산지)강원특별자치도 정선군 임계면 봉산리,강릉(구 105),37.4832,128.8459,488.08,,,10.000,
537,2017-01-13,2023-10-13,임계,(산지)강원특별자치도 정선군 임계면 봉산리,강릉(구 105),37.4832,128.8459,488.08,,,,
537,2015-07-13,2017-01-13,임계,(산지)강원도 정선군 임계면 봉산리,강릉(구 105),37.4832,128.8459,488,,,,
537,2011-06-20,2015-07-13,임계,(산지)강원도 정선군 임계면 봉산리,동해기상대(106),37.4832,128.8459,488,,,,
537,1999-05-24,2011-06-20,임계,(산지)강원도 정선군 임계면 송계리,동해기상대(106),37.4949,128.852,507.12,,,,
537,1991-10-31,1999-05-24,임계,(산지)강원도 정선군 임계면 송계리,동해기상대(106),37.4955,128.8539,480,,,,
552,2024-10-08,,김화,강원특별자치도 철원군 김화읍 청양리,춘천기상대(101),38.2315,127.3894,229.5,,,10.000,
552,2023-07-08,2024-10-08,김화,강원특별자치도 철원군 김화읍 청양리,춘천기상대(101),38.2315,127.3896,229.5,,,,
552,2020-10-23,2023-07-08,김화,강원특별자치도 철원군 김화읍 읍내리,춘천기상대(101),38.2722,127.4245,238.24,,,,
552,2015-07-13,2020-10-23,김화,강원도 철원군 김화읍 학사리,춘천기상대(101),38.2722,127.4245,238.38,,,,
552,2011-11-03,2015-07-13,김화,강원도 철원군 김화읍 학사리,철원기상대(95),38.2723,127.4246,246,,,,
552,2009-10-23,2011-11-03,김화,강원도 철원군 서면 와수리,철원기상대(95),38.2442,127.4287,216.56,,,,
552,1992-11-11,2009-10-23,김화,강원도 철원군 김화읍 학사리,철원기상대(95),38.250,127.420,213,,,,
553,2024-09-06,,죽정,강원특별자치도 고성군 현내면 죽정리,강릉(구 105),38.457,128.4179,8.47,,,10.000,
553,2015-07-13,2024-09-06,대진,강원특별자치도 고성군 현내면 초도리,강릉(구 105),38.4924,128.4281,21.47,,,,
553,2001-01-05,2015-07-13,대진,강원도 고성군 현내면 대진리,속초기상대(90),38.5038,128.4287,30.3,,,,
553,1992-11-28,2001-01-05,현내,강원도 고성군 현내면 대진리,속초기상대(90),38.4984,128.4271,28,,,,
554,2020-10-17,,미시령,(산지)강원특별자치도 인제군 북면 용대리,강릉(구 105),38.2144,128.4371,771.81,,,10.000,
554,2017-01-13,2020-10-17,미시령,(산지)강원도 고성군 토성면 원암리,강릉(구 105),38.2144,128.4371,771.81,,,,
554,2015-07-13,2017-01-13,미시령,(산지)강원도 고성군 토성면 원암리,강릉(구 105),38.2144,128.4371,770.48,,,,
554,1992-11-28,2015-07-13,미시령,(산지)강원도 고성군 토성면 원암리,속초기상대(90),38.2144,128.4371,770.48,,,,
555,2023-10-28,,화천,강원특별자치도 화천군 하남면 거례리,춘천기상대(101),38.0837,127.6906,109.21,,,10.000,
555,2022-12-13,2023-10-28,화천,강원특별자치도 화천군 하남면 거례리,춘천기상대(101),38.0836,127.6909,109.21,,,,
555,2020-10-23,2022-12-13,화천,강원도 화천군 하남면 위라리,춘천기상대(101),38.0964,127.7029,106.21,,,,
555,2015-07-13,2020-10-23,화천,강원도 화천군 하남면 위라리,춘천기상대(101),38.0964,127.7026,113,,,,
555,2011-06-17,2015-07-13,화천,강원도 화천군 하남면 위라리,철원기상대(95),38.0964,127.7026,113,,,,
555,2010-11-23,2011-06-17,화천,강원도 화천군 하남면 위라리,철원기상대(95),38.098,127.703,111,,,,
555,1999-05-14,2010-11-23,화천,강원도 화천군 화천읍 상리,철원기상대(95),38.120,127.730,121,,,,
555,1998-05-14,1999-05-14,화천,강원도 화천군 화천읍 상리,철원기상대(95),38.120,127.730,120,,,,
555,1992-11-06,1998-05-14,화천,강원도 화천군 화천읍 상리,춘천기상대(101),38.120,127.730,120,,,,
556,2024-10-15,,양구,강원특별자치도 양구군 양구읍 정림리,춘천기상대(101),38.098,127.9853,187.57,,,10.000,
556,2009-09-02,2024-10-15,양구,강원특별자치도 양구군 양구읍 정림리,춘천기상대(101),38.098,127.9853,187.57,,,,
556,1992-11-04,2009-09-02,양구,강원도 양구군 양구읍 중리,춘천기상대(101),38.1056,127.9908,208,,,,
557,2022-09-24,,기린,(산지)강원특별자치도 인제군 기린면 현리,강릉(구 105),37.9537,128.3139,292,,,10.000,
557,2020-10-23,2022-09-24,기린,(산지)강원도 인제군 기린면 현리,강릉(구 105),37.9526,128.3186,311.62,,,,
557,2017-01-13,2020-10-23,기린,(산지)강원도 인제군 기린면 현리,강릉(구 105),37.9526,128.3186,336.51,,,,
557,2011-11-01,2017-01-13,기린,(산지)강원도 인제군 기린면 현리,강릉(구 105),37.9526,128.3186,336.51,,,,
557,1992-11-04,2011-11-01,기린,(산지)강원도 인제군 기린면 현리,강릉(구 105),37.9513,128.3209,323.86,,,,
558,2024-09-10,,팔봉,강원특별자치도 홍천군 서면 팔봉리,춘천기상대(101),37.6861,127.7007,94.64,,,10.000,
558,1992-11-05,2024-09-10,팔봉,강원특별자치도 홍천군 서면 팔봉리,춘천기상대(101),37.6861,127.7007,94.64,,,,
559,2024-09-08,,내면,(산지)강원특별자치도 홍천군 내면 창촌리,강릉(구 105),37.7781,128.3973,574.76,,,10.000,
559,2017-01-13,2024-09-08,내면,(산지)강원특별자치도 홍천군 내면 창촌리,강릉(구 105),37.7781,128.3973,574.76,,,,
559,2015-07-13,2017-01-13,내면,(산지)강원도 홍천군 내면 창촌리,강릉(구 105),37.778,128.3973,574.54,,,,
559,2013-06-27,2015-07-13,내면,(산지)강원도 홍천군 내면 창촌리,대관령기상대(100),37.778,128.3973,574.54,,,,
559,1992-11-07,2013-06-27,내면,(산지)강원도 홍천군 내면 창촌리,대관령기상대(100),37.7739,128.3898,599.49,,,,
560,2024-08-24,,진부,(산지)강원특별자치도 평창군 진부면,강릉(구 105),37.6479,128.5645,540.54,,,10.000,
560,2015-07-13,2024-08-24,진부,(산지)강원특별자치도 평창군 진부면,강릉(구 105),37.6479,128.5645,540.54,,,,
560,2011-10-31,2015-07-13,진부,(산지)강원도 평창군 진부면,대관령기상대(100),37.6479,128.5645,540.68,,,,
560,1992-11-08,2011-10-31,진부,(산지)강원도 평창군 진부면 간평리,대관령기상대(100),37.6701,128.5943,565.25,,,,
561,2024-09-04,,청일,강원특별자치도 횡성군 청일면 유동리,강릉(구 105),37.5822,128.1528,221.38,,,10.000,
561,2015-07-13,2024-09-04,청일,강원특별자치도 횡성군 청일면 유동리,강릉(구 105),37.5822,128.1528,221.38,,,,
561,2009-10-16,2015-07-13,청일,강원도 횡성군 청일면 유동리,원주기상대(114),37.5822,128.1528,222.02,,,,
561,1992-11-06,2009-10-16,청일,강원도 횡성군 청일면 유동리,원주기상대(114),37.5816,128.1555,235,,,,
562,2016-08-01,2021-12-24,영월주천,강원도 영월군 주천면 주천리,강릉(구 105),37.2753,128.2694,285.87,,,,
562,2015-07-13,2016-08-01,주천,강원도 영월군 주천면 주천리,강릉(구 105),37.2754,128.2695,283,,,,
562,2011-11-15,2015-07-13,주천,강원도 영월군 주천면 주천리,영월기상대(121),37.2754,128.2695,283,,,,
562,1992-11-08,2011-11-15,주천,강원도 영월군 주천면 주천리,영월기상대(121),37.2722,128.269,261.82,,,,
563,2015-12-24,,북평,강원특별자치도 정선군 북평면 장열리,강릉(구 105),37.4636,128.6828,362.87,,,10.000,
563,2015-07-13,2015-12-24,북평,강원도 정선군 북평면 장열리,강릉(구 105),37.4634,128.6829,358,,,,
563,2012-06-27,2015-07-13,북평,강원도 정선군 북평면 장열리,영월기상대(121),37.4634,128.6829,358,,,,
563,2007-08-02,2012-06-27,남면,강원도 정선군 남면 문곡리,영월기상대(121),37.2688,128.7406,435.97,,,,
563,1992-11-07,2007-08-02,문곡,강원도 정선군 남면 문곡리,영월기상대(121),37.2647,128.7466,435,,,,
566,2023-10-13,,연곡,강원특별자치도 강릉시 연곡면 송림리,강릉(구 105),37.8516,128.8192,6.53,,,10.000,
566,2016-07-11,2023-10-13,연곡,강원특별자치도 강릉시 연곡면 송림리,강릉(구 105),37.8516,128.8192,8.36,,,,
566,2010-12-13,2016-07-11,연곡,강원도 강릉시 연곡면 송림리,강릉(구 105),37.8516,128.8192,7.94,,,,
566,1993-03-06,2010-12-13,연곡,(산지)강원도 강릉시 연곡면 삼산리,강릉(구 105),37.820,128.700,226,,,,
579,2025-09-23,,하장,(산지)강원특별자치도 삼척시 하장면 장전리,강릉(구 105),37.3668,128.9133,607.24,,,10.000,
579,2020-10-21,2025-09-23,하장,(산지)강원특별자치도 삼척시 하장면 장전리,강릉(구 105),37.3668,128.9133,607.24,,,,
579,2017-01-13,2020-10-21,하장,(산지)강원도 삼척시 하장면 장전리,강릉(구 105),37.3668,128.9133,607.24,,,,
579,2015-07-13,2017-01-13,하장,(산지)강원도 삼척시 하장면 장전리,강릉(구 105),37.3669,128.9133,609.21,,,,
579,2012-12-07,2015-07-13,하장,(산지)강원도 삼척시 하장면 장전리,동해기상대(106),37.3666,128.9129,615,,,,
579,1993-09-14,2012-12-07,하장,(산지)강원도 삼척시 하장면 광동리,동해기상대(106),37.3495,128.9431,653.84,,,,
580,2025-09-18,,옥계,강원특별자치도 강릉시 옥계면 현내리,강릉(구 105),37.6135,129.0289,58.41,,,10.000,
580,2023-11-01,2025-09-18,옥계,강원특별자치도 강릉시 옥계면 현내리,강릉(구 105),37.6135,129.0289,58.41,,,,
580,2015-07-13,2023-11-01,옥계,강원특별자치도 강릉시 옥계면 현내리,강릉(구 105),37.6135,129.0289,58.41,,,,
580,2012-11-07,2015-07-13,옥계,강원도 강릉시 옥계면 현내리,동해기상대(106),37.6135,129.0288,48,,,,
580,1993-09-13,2012-11-07,옥계,강원도 강릉시 옥계면 현내리,동해기상대(106),37.6126,129.0378,15.06,,,,
581,2021-10-15,,상동,강원특별자치도 영월군 상동읍 내덕리,강릉(구 105),37.1166,128.7744,422.1,,,10.000,
581,2015-07-13,2021-10-15,상동,강원도 영월군 상동읍 내덕리,강릉(구 105),37.1166,128.7744,422.1,,,,
581,2010-12-10,2015-07-13,상동,강원도 영월군 상동읍 내덕리,영월기상대(121),37.1164,128.7742,420,,,,
581,2007-08-01,2010-12-10,상동,강원도 영월군 상동읍 내덕리,영월기상대(121),37.1293,128.8292,509,,,,
581,2004-03-25,2007-08-01,상동,강원도 영월군 상동읍 내덕리,영월기상대(121),37.1293,128.8292,509,,,,
581,1993-09-09,2004-03-25,상동,강원도 영월군 상동읍 내덕리,영월기상대(121),37.1409,128.8385,510,,,,
582,2020-01-03,,신림,강원특별자치도 원주시 신림면 신림리,강릉(구 105),37.2315,128.0799,328.01,,,10.000,
582,2015-07-13,2020-01-03,신림,강원도 원주시 신림면 신림리,강릉(구 105),37.2315,128.0799,328.01,,,,
582,2013-11-01,2015-07-13,신림,강원도 원주시 신림면 신림리,원주기상대(114),37.2314,128.0799,330.28,,,,
582,2010-11-24,2013-10-29,신림,강원도 원주시 신림면 신림리,원주기상대(114),37.2314,128.0799,327,,,,
582,2007-08-14,2010-11-24,신림,강원도 원주시 신림면 신림리,원주기상대(114),37.2278,128.0829,331,,,,
582,1993-09-07,2007-08-14,신림,강원도 원주시 신림면 신림리,원주기상대(114),37.2278,128.0829,331,,,,
583,2015-07-13,,안흥,강원특별자치도 횡성군 안흥면 소사리,강릉(구 105),37.4646,128.1551,534.72,,,10.000,
583,2013-12-26,2015-07-13,안흥,강원도 횡성군 안흥면 소사리,원주기상대(114),37.4646,128.1551,530,,,,
583,2007-08-13,2013-12-26,안흥,강원도 횡성군 안흥면 안흥리,원주기상대(114),37.4125,128.1561,430.66,,,,
583,1993-09-08,2007-08-13,안흥,강원도 횡성군 안흥면 안흥리,원주기상대(114),37.410,128.1568,430,,,,
584,1993-09-08,2010-12-04,정선북,(산지)강원도 정선군 여량면 여량리,영월기상대(121),37.4711,128.7245,386,,,,
585,2023-11-01,,신남,강원특별자치도 인제군 남면 신풍리,강릉(구 105),37.960,128.0742,235.78,,,10.000,
